Name,Facility ID (CCN),Parent System/Company,PE Firm,Currently PE?,State,Address,City,Zip,County,Date last acquired by PE,Previous Owner Type,Hospital Ownership,Type,Region,Payment Designation,Hospital Overall Rating,Rural?,RUCA,FORHP Rural/Urban,CSBA Rural/Urban,FIPS,Sale-leaseback,HCRIS Acute,HCRIS Beds,POS Certified Beds,POS Total Beds,PSF Beds,Emergency Services,Phone
TOWNSEN MEMORIAL HOSPITAL,670266,,,N,TX,1475 FM 1960 BYPASS E,HUMBLE,77338,HARRIS,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,48201,,5,,5,5,1,No,(281) 369-9001
TRACE REGIONAL HOSPITAL AND SWING BED,250017,Sunlink Health Systems,,N,MS,1002 EAST MADISON STREET,HOUSTON,38851,CHICKASAW,,,Proprietary,Acute Care Hospitals,South ,MDH,Not Available,1,7,Rural,Neither,28017,,39,,84,84,35,No,(662) 456-3700
"TRANSYLVANIA REGIONAL HOSPITAL, INC",341319,,,N,NC,90 HOSPITAL DRIVE PO BOX 1116,BREVARD,28712,TRANSYLVANIA,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,4,1,2,Rural,Micro,37175,,25,,25,25,,Yes,(828) 883-5302
TREASURE VALLEY HOSPITAL,130063,Surgical Care Affiliates,,N,ID,8800 WEST EMERALD STREET,BOISE,83704,ADA,,,Proprietary,Acute Care Hospitals,West ,PPS,Not Available,,1,Urban,Metro,16001,,15,,20,20,8,No,(208) 373-5000
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,171355,,,N,KS,320 N THIRTEENTH ST,WA KEENEY,67672,TREGO,,,Government - Local,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,20195,,25,,25,25,,Yes,(785) 743-2182
TRENTON PSYCHIATRIC HOSP,314013,,,N,NJ,STATION A,TRENTON,8625,MERCER,,,Government - State,Psychiatric,Northeast ,,Not Available,,1,Urban,Metro,34021,,,400,350,436,,Yes,(609) 633-1586
TRI COUNTY HOSPITAL,241354,,,N,MN,415 JEFFERSON STREET NORTH,WADENA,56482,WADENA,,,Voluntary non-profit - Other,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,27159,,25,,25,49,,Yes,(218) 631-7489
TRI VALLEY HEALTH SYSTEM,281348,,,N,NE,1305 WEST HIGHWAY 6/34,CAMBRIDGE,69022,FURNAS,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,Not Available,1,10,Rural,Neither,31065,,20,,25,25,,Yes,(308) 697-3329
TRI-CITY MEDICAL CENTER,050128,,,N,CA,4002 VISTA WAY,OCEANSIDE,92056,SAN DIEGO,,,Government - Hospital District or Authority,Acute Care Hospitals,West ,PPS,2,,1,Urban,Metro,6073,,316,,397,397,278,Yes,(760) 724-8411
TRI-STATE MEMORIAL HOSPITAL,501332,,,N,WA,1221 HIGHLAND AVENUE,CLARKSTON,99403,ASOTIN,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,1,Urban,Metro,53003,,25,,25,25,,Yes,(509) 758-5511
TRIDENT MEDICAL CENTER,420079,HCA Healthcare,,N,SC,9330 MEDICAL PLAZA DR,CHARLESTON,29406,CHARLESTON,,,Proprietary,Acute Care Hospitals,South ,PPS,1,,1,Urban,Metro,45019,,419,,497,497,421,Yes,(843) 847-4100
TRIGG COUNTY HOSPITAL,181304,,,N,KY,254 MAIN STREET,CADIZ,42211,TRIGG,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Metro,21221,,25,,25,25,,Yes,(270) 522-3215
TRIHEALTH REHABILITATION HOSPITAL LLC,363041,Select Medical Holdings,,N,OH,2155 DANA AVENUE,CINCINNATI,45207,,,,,Rehabilitation hospital,Midwest ,,,,1,Urban,Metro,39061,,,60,60,60,,,(513) 601-0600
TRINITAS REGIONAL MEDICAL CENTER,310027,,,N,NJ,225 WILLIAMSON STREET,ELIZABETH,7207,UNION,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,1,,1,Urban,Metro,34039,,220,,384,384,220,Yes,(908) 994-5000
TRINITY BETTENDORF,160104,,,N,IA,4500 UTICA RIDGE ROAD,BETTENDORF,52722,SCOTT,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,3,,1,Urban,Metro,19163,,86,,150,150,87,Yes,(563) 742-5000
TRINITY HOSPITAL,271341,,,N,MT,315 KNAPP ST,WOLF POINT,59201,ROOSEVELT,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,7,Rural,Neither,30085,,22,,22,22,,Yes,(406) 653-6500
TRINITY HOSPITAL,051315,,,N,CA,60 EASTER AVENUE,WEAVERVILLE,96093,TRINITY,,,Government - Hospital District or Authority,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Neither,6105,,25,,25,25,,Yes,(530) 623-5541
TRINITY HOSPITALS,350006,,,N,ND,407 3RD ST SE,MINOT,58701,WARD,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH/RRC,2,1,4,Rural,Micro,38101,,152,,416,416,136,Yes,(701) 857-5000
TRINITY MEDICAL,191318,,,N,LA,6569 HWY 84,FERRIDAY,71334,CONCORDIA,,,Government - Hospital District or Authority,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Micro,22029,,25,,25,25,,Yes,(318) 757-6551
TRINITY MEDICAL CTR EAST &TRINITY MEDICAL CTR WEST,360211,,,N,OH,380 SUMMIT AVENUE,STEUBENVILLE,43952,JEFFERSON,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,RRC,2,1,1,Urban,Metro,39081,,193,,519,519,150,Yes,(740) 264-8000
TRINITY MUSCATINE,160013,,,N,IA,1518 MULBERRY AVENUE,MUSCATINE,52761,MUSCATINE,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH,5,1,4,Rural,Micro,19139,,29,,80,80,36,Yes,(563) 264-9100
TRINITY REGIONAL MEDICAL CENTER,160016,,,N,IA,802 KENYON RD,FORT DODGE,50501,WEBSTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,SCH/RRC,4,1,4,Rural,Micro,19187,,40,,174,174,36,Yes,(515) 573-3101
TRINITY ROCK ISLAND,140280,,,N,IL,2701 17TH ST,ROCK ISLAND,61201,ROCK ISLAND,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,RRC,3,1,1,Urban,Metro,17161,,296,,71,71,285,Yes,(309) 779-5000
Tripler AMC (FT Shafter),12001F,,,N,HI,1 Jarrett White Rd,Honolulu,96859,HONOLULU,,,Department of Defense,Acute Care - Department of Defense,West ,,Not Available,,,,,,,,,,,,Yes,
TRISTAR ASHLAND CITY MEDICAL CENTER,441311,HCA Healthcare,,N,TN,313 NORTH MAIN ST,ASHLAND CITY,37015,CHEATHAM,,,Proprietary,Critical Access Hospitals,South ,CAH,Not Available,1,2,Rural,Metro,47021,,0,,12,12,,Yes,(615) 792-3030
TRISTAR CENTENNIAL MEDICAL CENTER,440161,HCA Healthcare,,N,TN,2300 PATTERSON STREET,NASHVILLE,37203,DAVIDSON,,,Proprietary,Acute Care Hospitals,South ,PPS,3,,1,Urban,Metro,47037,,641,,733,733,539,Yes,(615) 342-1000
TRISTAR GREENVIEW REGIONAL HOSPITAL,180124,HCA Healthcare,,N,KY,1801 ASHLEY CIRCLE,BOWLING GREEN,42104,WARREN,,,Proprietary,Acute Care Hospitals,South ,RRC,2,1,1,Urban,Metro,21227,,118,,211,211,155,Yes,(270) 793-1000
TRISTAR HENDERSONVILLE MEDICAL CENTER,440194,HCA Healthcare,,N,TN,355 NEW SHACKLE ISLAND RD,HENDERSONVILLE,37075,SUMNER,,,Proprietary,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,47165,,129,,148,148,119,Yes,(615) 338-1000
TRISTAR HORIZON MEDICAL CENTER,440046,HCA Healthcare,,N,TN,111 HIGHWAY 70 EAST,DICKSON,37055,DICKSON,,,Proprietary,Acute Care Hospitals,South ,PPS,3,1,4,Rural,Metro,47043,,96,,157,157,77,Yes,(615) 446-0446
TRISTAR SKYLINE MEDICAL CENTER,440006,,,N,TN,3441 DICKERSON PIKE,NASHVILLE,37207,DAVIDSON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,47037,,350,,395,395,277,Yes,(615) 769-2000
TRISTAR SOUTHERN HILLS MEDICAL CENTER,440197,HCA Healthcare,,N,TN,391 WALLACE RD,NASHVILLE,37211,DAVIDSON,,,Proprietary,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,47037,,103,,180,180,96,Yes,(615) 781-4000
TRISTAR STONECREST MEDICAL CENTER,440227,HCA Healthcare,,N,TN,200 STONECREST BOULEVARD,SMYRNA,37167,RUTHERFORD,,,Proprietary,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,47149,,115,,75,75,95,Yes,(615) 768-2000
TRISTAR SUMMIT MEDICAL CENTER,440150,HCA Healthcare,,N,TN,5655 FRIST BLVD,HERMITAGE,37076,DAVIDSON,,,Proprietary,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,47037,,188,,200,200,145,Yes,(615) 316-3000
TRMC OF ORANGEBURG & CALHOUN,420068,,,N,SC,3000 ST MATTHEWS RD BOX 1806,ORANGEBURG,29115,ORANGEBURG,,,Government - Local,Acute Care Hospitals,South ,SCH/RRC,1,1,4,Rural,Micro,45075,,251,,286,286,239,Yes,(803) 533-2460
TROY COMMUNITY HOSPITAL,391305,,,N,PA,275 GUTHRIE DRIVE,TROY,16947,BRADFORD,,,Voluntary non-profit - Private,Critical Access Hospitals,Northeast ,CAH,3,1,10,Rural,Micro,42015,,25,,25,25,,Yes,(570) 297-2121
TROY REGIONAL MEDICAL CENTER,010126,,,N,AL,1330 HIGHWAY 231 SOUTH,TROY,36081,PIKE,,,Government - Federal,Acute Care Hospitals,South ,PPS,4,1,4,Rural,Micro,1109,,41,,97,97,37,Yes,(334) 670-5000
TRUMBULL REGIONAL MEDICAL CENTER,360055,Steward Health Care,Cerberus Capital,N,OH,1350 EAST MARKET STREET,WARREN,44482,TRUMBULL,,,Proprietary,Acute Care Hospitals,Midwest ,PPS,2,,1,Urban,Metro,39155,MPT,202,,147,346,196,Yes,(330) 841-9574
TRUSTED MEDICAL CENTERS MANSFIELD,670133,Trusted Medical Centers,,N,TX,1710 N HWY 287 FRONTAGE ROAD,MANSFIELD,76063,TARRANT,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,48439,,,,10,10,10,Yes,(817) 225-4809
TRUSTPOINT HOSPITAL,440231,Acadia Healthcare,,N,TN,1009 NORTH THOMPSON LANE,MURFREESBORO,37129,RUTHERFORD,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,47149,,18,,86,86,18,No,(615) 867-1111
TUALITY COMMUNITY HOSPITAL,380021,,,N,OR,335 SE 8TH AVENUE,HILLSBORO,97123,WASHINGTON,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,4,,1,Urban,Metro,41067,,106,,215,215,94,Yes,(503) 681-1111
TUBA CITY REGIONAL HEALTH CARE CORPORATION,030073,,,N,AZ,PO BOX 600,TUBA CITY,86045,COCONINO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,IHS,2,1,7,Rural,Metro,4005,,73,,103,103,73,No,(928) 283-2501
TUCSON MEDICAL CENTER,030006,,,N,AZ,5301 EAST GRANT ROAD,TUCSON,85712,PIMA,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,RRC,3,1,1,Urban,Metro,4019,,441,,596,596,424,Yes,(520) 327-5461
TUFTS MEDICAL CENTER,220116,,,N,MA,800 WASHINGTON STREET,BOSTON,2111,SUFFOLK,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,4,1,1,Urban,Metro,25025,,385,,415,415,364,Yes,(617) 636-5000
TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,Appalachian Regional Healthcare ,,N,KY,260 HOSPITAL DRIVE,SOUTH WILLIAMSON,41503,PIKE,,,Proprietary,Acute Care Hospitals,South ,RRC,2,1,10,Rural,Neither,21195,,88,,113,113,81,Yes,(606) 237-1700
TULANE MEDICAL CENTER,190176,,,N,LA,1415 TULANE AVE,NEW ORLEANS,70112,ORLEANS,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,22071,,470,,506,506,481,Yes,(504) 988-5263
TULSA CENTER FOR BEHAVIORAL HEALTH,374026,,,N,OK,2323 S HARVARD AVE,TULSA,74114,TULSA,,,Government - State,Psychiatric,South ,,Not Available,,1,Urban,Metro,40143,,,56,56,56,,No,(918) 293-2140
TURNING POINT HOSPITAL,110209,Universal Health Services,,N,GA,3015 VETERANS PARKWAY,MOULTRIE,31788,COLQUITT,,,Proprietary,Acute Care Hospitals,South ,PPS,Not Available,1,4,Rural,Micro,13071,,43,,69,69,33,No,(229) 985-4815
TWIN CITIES HOSPITAL,100054,HCA Healthcare,,N,FL,2190 HWY 85 N,NICEVILLE,32578,OKALOOSA,,,Proprietary,Acute Care Hospitals,South ,PPS,4,,1,Urban,Metro,12091,,65,,65,65,60,Yes,(850) 678-4131
TWIN CITY MEDICAL CENTER,361302,,,N,OH,819 NORTH FIRST STREET,DENNISON,44621,TUSCARAWAS,,,Voluntary non-profit - Church,Critical Access Hospitals,Midwest ,CAH,Not Available,1,4,Rural,Micro,39157,,25,,25,25,,Yes,(740) 922-2800
TWIN VALLEY BEHAVIORAL HEALTHCARE,364007,,,N,OH,2200 WEST BROAD STREET,COLUMBUS,43223,FRANKLIN,,,Government - Local,Psychiatric,Midwest ,,Not Available,,1,Urban,Metro,39049,,,230,176,176,,Yes,(614) 752-0333
TYLER CONTINUECARE HOSPITAL (AT MOTHER FRANCES),452091,Community Hospital Corporation,,N,TX,800 EAST DAWSON 4TH FLOOR,TYLER,75701,,,,Voluntary non-profit - Private,LTACH,South ,,,,1,Urban,Metro,48423,,,51,51,51,,,(903) 531-4942
TYLER COUNTY HOSPITAL,450460,,,N,TX,1100 WEST BLUFF,WOODVILLE,75979,TYLER,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,3,1,7,Rural,Neither,48457,,25,,25,25,24,Yes,(409) 283-8141
TYLER HOLMES MEMORIAL HOSPITAL CAH,251312,,,N,MS,409 TYLER HOLMES DRIVE,WINONA,38967,MONTGOMERY,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,7,Rural,Neither,28097,,25,,25,25,,Yes,(662) 283-4114
TYLER MEMORIAL HOSPITAL,390192,Community Health Systems,,N,PA,5950 STATE ROUTE 6 WEST,TUNKHANNOCK,18657,WYOMING,,,Proprietary,Acute Care Hospitals,Northeast ,PPS,,,2,Urban,Metro,42131,,44,,38,44,43,Yes,(570) 836-2161
U P M C WESTERN MARYLAND,210027,,,N,MD,12500 WILLOWBROOK ROAD,CUMBERLAND,21502,ALLEGANY,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH,2,1,1,Urban,Metro,24001,,191,,240,240,200,Yes,(240) 964-7000
UAB CALLAHAN EYE HOSPITAL AUTHORITY,010018,,,N,AL,"1720 UNIVERSITY BLVD, SUITE 500",BIRMINGHAM,35233,JEFFERSON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,1073,,6,,106,106,12,Yes,(205) 325-8100
UAMS MEDICAL CENTER,040016,,,N,AR,4301 WEST MARKHAM STREET MAIL SLOT 612,LITTLE ROCK,72205,PULASKI,,,Government - State,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,5119,,482,,430,430,483,Yes,(501) 686-5000
UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,050025,,,N,CA,200 WEST ARBOR DRIVE,SAN DIEGO,92103,SAN DIEGO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,RRC,5,1,1,Urban,Metro,6073,,719,,600,600,656,Yes,(619) 543-6222
UCF LAKE NONA MEDICAL CENTER,100350,HCA Healthcare,,N,FL,6850 LAKE NONA BLVD,ORLANDO,32827,ORANGE,,,Proprietary,Acute Care Hospitals,South ,,Not Available,,,,,,,,,,,,Yes,
UCHEALTH BROOMFIELD HOSPITAL,060129,non profit,,N,CO,11820 DESTINATION DR,BROOMFIELD,80021,JEFFERSON,,,Proprietary,Acute Care Hospitals,West ,PPS,Not Available,,1,Urban,Metro,8014,,20,,22,22,21,Yes,(303) 464-4500
UCHEALTH GRANDVIEW HOSPITAL,060130,,,N,CO,5623 PULPIT PEAK VIEW,COLORADO SPRINGS,80918,EL PASO,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,Not Available,,1,Urban,Metro,8041,,22,,22,22,21,Yes,(719) 272-3600
UCHEALTH GREELEY HOSPITAL,060131,,,N,CO,6767 W 29TH ST,GREELEY,80634,WELD,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,Not Available,,1,Urban,Metro,8123,,53,,50,50,7,Yes,(970) 652-2000
UCHEALTH HIGHLANDS RANCH HOSPITAL,060132,,,N,CO,1500 PARK CENTRAL DR,HIGHLANDS RANCH,80129,DOUGLAS,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,PPS,3,,1,Urban,Metro,8035,,93,,87,87,87,Yes,(720) 516-1000
UCHEALTH PIKES PEAK REGIONAL HOSPITAL,061326,,,N,CO,16420 W US HIGHWAY 24,WOODLAND PARK,80863,TELLER,,,Voluntary non-profit - Private,Critical Access Hospitals,West ,CAH,Not Available,1,2,Rural,Metro,8119,,13,,15,15,,Yes,(719) 687-9999
UCHEALTH YAMPA VALLEY MEDICAL CENTER,060049,,,N,CO,1024 CENTRAL PARK DR,STEAMBOAT SPRINGS,80487,ROUTT,,,Voluntary non-profit - Private,Acute Care Hospitals,West ,SCH,5,1,4,Rural,Micro,8107,,39,,39,39,37,Yes,(970) 879-1322
UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND,053301,,,N,CA,747 52ND STREET,OAKLAND,94609,ALAMEDA,,,Voluntary non-profit - Private,Childrens,West ,,Not Available,,1,Urban,Metro,6001,,,223,190,190,,Yes,(510) 428-3000
UCSF MEDICAL CENTER,050454,,,N,CA,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,SAN FRANCISCO,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,RRC,4,1,1,Urban,Metro,6075,,785,,1019,1019,773,Yes,(415) 353-2733
UF HEALTH JACKSONVILLE,100001,,,N,FL,655 W 8TH ST,JACKSONVILLE,32209,DUVAL,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,2,1,1,Urban,Metro,12031,,549,,695,695,512,Yes,(904) 244-4000
UF HEALTH LEESBURG HOSPITAL,100084,,,N,FL,600 E DIXIE AVE,LEESBURG,34748,LAKE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,12069,,332,,330,330,279,Yes,(352) 323-5762
UF HEALTH REHAB HOSPITAL,103046,UF Health/Select Medical,,N,FL,2708 SW ARCHER ROAD,GAINESVILLE,32608,,,,,Rehabilitation hospital,South ,,,,1,Urban,Metro,12001,,,60,60,60,,,(352) 554-2000
UF HEALTH SHANDS HOSPITAL,100113,,,N,FL,1600 SW ARCHER RD,GAINESVILLE,32610,ALACHUA,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,RRC,3,1,1,Urban,Metro,12001,,954,,1095,1095,913,Yes,(352) 265-8000
UF HEALTH THE VILLAGES HOSPITAL,100290,,,N,FL,1451 EL CAMINO REAL,THE VILLAGES,32159,LAKE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,12119,,277,,307,307,254,Yes,(352) 751-8000
UH CLEVELAND MEDICAL CENTER,360137,,,N,OH,11100 EUCLID AVENUE,CLEVELAND,44106,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,1,1,Urban,Metro,39035,,638,,1037,1037,614,Yes,(440) 844-1000
UH GEAUGA MEDICAL CENTER,360192,,,N,OH,13207 RAVENNA RD,CHARDON,44024,GEAUGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,,2,Urban,Metro,39055,,115,,126,126,111,Yes,(440) 285-6246
UH ST JOHN MEDICAL CENTER,360123,,,N,OH,29000 CENTER RIDGE ROAD,WESTLAKE,44145,CUYAHOGA,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,5,,1,Urban,Metro,39035,,154,,240,240,156,Yes,(440) 827-5075
UHHS MEMORIAL HOSPITAL OF GENEVA,361307,,,N,OH,870 WEST MAIN STREET,GENEVA,44041,ASHTABULA,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,4,1,2,Rural,Micro,39007,,25,,25,25,,No,(440) 466-1141
UHHS RICHMOND HEIGHTS HOSPITAL,360075,University Hospitals Health System,,N,OH,27100 CHARDON ROAD,RICHMOND HEIGHTS,44143,CUYAHOGA,,,Proprietary,Acute Care Hospitals,Midwest ,MDH,4,1,1,Urban,Metro,39035,,86,,213,213,88,Yes,(440) 735-3900
UINTAH BASIN MEDICAL CENTER,460019,,,N,UT,250 WEST 300 NORTH,ROOSEVELT,84066,DUCHESNE,,,Voluntary non-profit - Other,Acute Care Hospitals,West ,SCH,4,1,7,Rural,Neither,49013,,32,,49,49,24,Yes,(435) 722-4691
UMASS MEMORIAL HEALH - HARRINGTON HOSPITAL,220019,,,N,MA,100 SOUTH STREET,SOUTHBRIDGE,1550,WORCESTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,,1,Urban,Metro,25027,,119,,113,113,106,Yes,(508) 765-9771
UMASS MEMORIAL MEDICAL CENTER INC,220163,,,N,MA,55 LAKE AVENUE NORTH,WORCESTER,1655,WORCESTER,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,RRC,2,1,1,Urban,Metro,25027,,655,,325,325,612,Yes,(508) 334-1000
UMD BALTIMORE WASHINGTON  MEDICAL CENTER,210043,,,N,MD,301 HOSPITAL DRIVE,GLEN BURNIE,21061,ANNE ARUNDEL,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,24003,,285,,329,329,254,Yes,(410) 595-1967
UMD REHABILITATION &  ORTHOPAEDIC INSTITUTE,210058,,,N,MD,2200 KERNAN DRIVE,BALTIMORE,21207,BALTIMORE,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,Not Available,,1,Urban,Metro,24005,,136,,134,134,137,No,(410) 448-6701
UMD SHORE MEDICAL CTR AT CHESTERTOWN,210030,,,N,MD,100 BROWN STREET,CHESTERTOWN,21620,KENT,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,1,7,Rural,Neither,24029,,12,,64,64,20,Yes,(410) 778-7668
UNC LENOIR HEALTH CARE,340027,,,N,NC,100 AIRPORT RD,KINSTON,28501,LENOIR,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,SCH/RRC,3,1,4,Rural,Micro,37107,,174,,235,235,144,Yes,(252) 522-7000
UNC ROCKINGHAM,340060,,,N,NC,117 E KINGS HIGHWAY,EDEN,27288,ROCKINGHAM,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,3,1,4,Rural,Metro,37157,,108,,99,108,104,Yes,(336) 623-9711
UNICOI COUNTY  HOSPITAL,440001,,,N,TN,2030 TEMPLE HILL ROAD,ERWIN,37650,UNICOI,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,4,1,2,Rural,Metro,47171,,10,,10,10,9,Yes,(423) 743-3141
UNION COUNTY GENERAL HOSPITAL,321304,Community Hospital Corporation,,N,NM,300 WILSON STREET,CLAYTON,88415,UNION,,,Proprietary,Critical Access Hospitals,West ,CAH,Not Available,1,10,Rural,Neither,35059,,25,,25,25,,Yes,(575) 374-7001
UNION GENERAL HOSPITAL,110051,,,N,GA,35 HOSPITAL ROAD,BLAIRSVILLE,30512,UNION,,,Government - Hospital District or Authority,Acute Care Hospitals,South ,SCH,3,1,10,Rural,Neither,13291,,39,,45,45,39,Yes,(706) 745-2111
UNION GENERAL HOSPITAL,191301,,,N,LA,901 JAMES AVE,FARMERVILLE,71241,UNION,,,Voluntary non-profit - Private,Critical Access Hospitals,South ,CAH,Not Available,1,5,Rural,Metro,22111,,20,,20,20,,Yes,(318) 368-9751
UNION HOSPITAL,360010,,,N,OH,659 BOULEVARD,DOVER,44622,TUSCARAWAS,,,Voluntary non-profit - Other,Acute Care Hospitals,Midwest ,RRC,4,1,4,Rural,Micro,39157,,105,,220,220,118,Yes,(330) 343-3311
UNION HOSPITAL CLINTON,151326,,,N,IN,801 S MAIN ST,CLINTON,47842,VERMILLION,,,Voluntary non-profit - Private,Critical Access Hospitals,Midwest ,CAH,3,1,2,Rural,Metro,18165,,25,,25,25,,Yes,(765) 832-1234
UNION HOSPITAL INC,150023,,,N,IN,1606 N SEVENTH ST,TERRE HAUTE,47804,VIGO,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,RRC,3,1,1,Urban,Metro,18167,,242,,318,318,207,Yes,(812) 238-7606
UNION HOSPITAL OF CECIL COUNTY,210032,,,N,MD,106 BOW STREET,ELKTON,21921,CECIL,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,PPS,2,,1,Urban,Metro,24015,,96,,166,166,96,No,(410) 392-7009
UNION MEDICAL CENTER,420108,,,N,SC,322 WEST SOUTH STREET,UNION,29379,UNION,,,Voluntary non-profit - Other,Acute Care Hospitals,South ,PPS,Not Available,1,4,Rural,Micro,45087,,22,,143,143,41,Yes,(864) 301-2000
UNIONTOWN HOSPITAL,390041,,,N,PA,500 WEST BERKELEY STREET,UNIONTOWN,15401,FAYETTE,,,Voluntary non-profit - Other,Acute Care Hospitals,Northeast ,PPS,2,,1,Urban,Metro,42051,,134,,144,190,154,Yes,(724) 430-5000
"UNITED HEALTH SERVICES HOSPITALS, INC",330394,,,N,NY,10-42 MITCHELL AVENUE,BINGHAMTON,13903,BROOME,,,Voluntary non-profit - Private,Acute Care Hospitals,Northeast ,PPS,2,,1,Urban,Metro,36007,,372,,500,500,335,Yes,(607) 763-6000
UNITED HOSPITAL,240038,,,N,MN,333 NORTH SMITH AVENUE,SAINT PAUL,55102,RAMSEY,,,Voluntary non-profit - Private,Acute Care Hospitals,Midwest ,PPS,4,,1,Urban,Metro,27123,,328,,546,546,328,Yes,(651) 241-8810
UNITED HOSPITAL CENTER,510006,,,N,WV,327 MEDICAL PARK DRIVE,BRIDGEPORT,26330,HARRISON,,,Voluntary non-profit - Private,Acute Care Hospitals,South ,EAC/RRC,4,1,4,Rural,Micro,54033,,232,,375,375,210,Yes,(681) 342-1000
UNITED HOSPITAL DISTRICT,241369,,,N,MN,"515 SOUTH MOORE STREET, PO BOX 160",BLUE EARTH,56013,FARIBAULT,,,Government - Hospital District or Authority,Critical Access Hospitals,Midwest ,CAH,Not Available,1,7,Rural,Neither,27043,,24,,25,43,,Yes,(507) 526-3273
UNITED MEDICAL CENTER,090008,,,N,D.C.,1310 SOUTHERN AVENUE  SE,WASHINGTON,20032,THE DISTRICT,,,Proprietary,Acute Care Hospitals,South ,PPS,1,,1,Urban,Metro,11001,,157,,184,184,142,Yes,(202) 574-6611
UNITED MEDICAL HEALTHWEST-NEW ORLEANS,193074,United Medical Rehabilitation Hospitals,,N,LA,"3201 WALL BLVD, STE B",GRETNA,70056,,,,,Rehabilitation hospital,South ,,,,1,Urban,Metro,22051,,,15,26,26,,,(504) 433-5551
